latency,numerals,selected,correct,RT,time,name,age,grid
1000,9,1_2_5_4_3_6_9_8_7,1_2_3_4_5_6_7_8_9,1,2013-02-20 11:08:49.217142,GHF,9,3-7_1-3_3-2_2-0_2-5_0-3_4-7_0-6_3-1
1000,4,1_3_4_7,1_3_4_7,1,2013-02-20 11:08:57.125784,GHF,9,2-1_2-4_3-7_2-2
800,4,1_7_2_8,1_2_7_8,1,2013-02-20 11:09:05.734274,GHF,9,0-5_3-2_2-6_1-1
800,4,6_5_3_8,3_5_6_8,1,2013-02-20 11:09:14.322311,GHF,9,1-4_3-7_3-4_1-5
800,4,5_3_9_6,3_5_6_9,1,2013-02-20 11:09:27.652100,GHF,9,1-1_3-3_4-0_1-3
1000,3,3_8_1,1_3_8,1,2013-02-20 11:10:07.727447,MIB,9,3-0_2-1_4-1
1000,4,1_4_8_9,1_4_8_9,1,2013-02-20 11:10:13.293673,MIB,9,4-3_3-2_3-0_1-3
1000,5,1_3_5_7_9,1_3_5_7_9,1,2013-02-20 11:10:23.405223,MIB,9,3-5_1-3_2-7_2-5_3-7
1000,9,1_2_3_7_4_9_5_8_6,1_2_3_4_5_6_7_8_9,1,2013-02-20 11:10:31.293190,MIB,9,3-0_4-1_4-2_2-5_1-4_4-7_2-6_0-2_2-4
1000,4,3_5_9_7,3_5_7_9,1,2013-02-20 11:10:37.284777,MIB,9,0-6_1-1_2-6_2-4
1000,4,3_5_7_8,3_5_7_8,1,2013-02-20 11:10:49.733586,MIB,9,4-0_3-0_2-4_1-1
800,4,2_5_9_8,2_5_8_9,1,2013-02-20 11:10:54.219494,MIB,9,4-2_0-4_0-2_2-2
800,4,1_4_7_5,1_4_5_7,1,2013-02-20 11:10:58.117292,MIB,9,3-3_1-2_0-5_3-2
1000,3,6_7_8,6_7_8,1,2013-02-20 11:11:22.951560,MIB,9,2-5_0-3_1-1
1000,4,1_4_2_6,1_2_4_6,1,2013-02-20 11:11:28.049255,MIB,9,0-4_1-0_4-6_0-3
1000,5,1_2_3_7_6,1_2_3_6_7,1,2013-02-20 11:11:35.036564,MIB,9,2-5_1-1_4-1_2-4_4-4
1000,9,1_2_7_8_5_6_9_3_4,1_2_3_4_5_6_7_8_9,1,2013-02-20 11:11:42.806018,MIB,9,1-7_3-7_0-2_2-1_3-6_4-5_3-2_1-4_0-7
1000,4,2_5_6_8,2_5_6_8,1,2013-02-20 11:11:48.149466,MIB,9,2-4_3-3_2-1_2-6
800,4,3_4_5_6,3_4_5_6,1,2013-02-20 11:11:52.813044,MIB,9,0-4_0-2_3-2_4-7
600,4,8_2_4_1,1_2_4_8,1,2013-02-20 11:11:59.759899,MIB,9,1-7_0-4_2-2_0-3
600,4,5_9_7_6,5_6_7_9,1,2013-02-20 11:12:05.706838,MIB,9,0-7_0-0_2-1_2-0
600,4,5_7_8_9,5_7_8_9,1,2013-02-20 11:12:11.431651,MIB,9,2-7_2-5_1-5_4-4
400,4,1_6_9_8,1_6_8_9,1,2013-02-20 11:12:18.035469,MIB,9,3-1_0-7_4-7_3-7
1000,3,6_1_8,1_6_8,1,2013-02-20 11:12:54.207538,EMI,11,3-2_1-3_4-0
1000,4,1_3_5_6,1_3_5_6,1,2013-02-20 11:13:00.766313,EMI,11,2-7_3-4_0-5_1-5
1000,5,1_3_7_8_9,1_3_7_8_9,1,2013-02-20 11:13:06.526755,EMI,11,2-6_1-3_3-5_3-7_3-3
1000,9,1_2_3_4_5_9_8_7_6,1_2_3_4_5_6_7_8_9,1,2013-02-20 11:13:14.333860,EMI,11,1-3_2-5_1-4_2-7_3-7_0-4_0-5_3-2_4-7
1000,4,1_4_5_8,1_4_5_8,1,2013-02-20 11:13:19.433892,EMI,11,4-7_3-2_0-1_4-6
800,4,2_4_9_7,2_4_7_9,1,2013-02-20 11:13:24.576118,EMI,11,4-4_2-4_3-5_1-4
800,4,2_3_5_7,2_3_5_7,1,2013-02-20 11:13:29.641693,EMI,11,2-1_0-3_0-0_0-5
600,4,3_2_4_6,2_3_4_6,1,2013-02-20 11:13:35.469757,EMI,11,4-1_3-1_1-5_3-7
600,4,1_3_7_8,1_3_7_8,1,2013-02-20 11:13:40.370462,EMI,11,4-3_3-7_3-3_3-2
400,4,1_3_2_8,1_2_3_8,1,2013-02-20 11:13:44.873203,EMI,11,0-0_4-7_2-5_0-3
1000,3,3_4_7,3_4_7,1,2013-02-20 11:14:02.009503,ECS,11,1-6_3-4_3-0
1000,4,4_5_6_8,4_5_6_8,1,2013-02-20 11:14:08.277332,ECS,11,3-0_0-2_0-0_3-3
1000,5,1_2_5_6_8,1_2_5_6_8,1,2013-02-20 11:14:14.764465,ECS,11,4-0_1-1_3-0_2-6_1-7
1000,9,1_3_5_4_7_2_6_9_8,1_2_3_4_5_6_7_8_9,1,2013-02-20 11:14:23.274294,ECS,11,4-7_1-7_3-6_3-5_1-3_0-5_4-5_2-6_1-2
1000,4,2_4_6_8,2_4_6_8,1,2013-02-20 11:14:28.138389,ECS,11,2-3_0-3_2-2_4-5
800,4,1_4_5_8,1_4_5_8,1,2013-02-20 11:14:32.482144,ECS,11,4-6_0-6_3-3_3-4
600,4,8_6_7_2,2_6_7_8,1,2013-02-20 11:14:37.929923,ECS,11,2-7_2-4_4-6_4-2
600,4,1_4_5_9,1_4_5_9,1,2013-02-20 11:14:41.925848,ECS,11,1-0_3-1_2-6_2-4
400,4,1_6_2_8,1_2_6_8,1,2013-02-20 11:14:47.492379,ECS,11,1-2_1-6_4-0_4-7
400,4,1_5_8_7,1_5_7_8,1,2013-02-20 11:14:52.235729,ECS,11,3-1_1-7_0-5_1-0
1000,3,5_6_7,5_6_7,1,2013-02-20 11:15:44.467896,KK.,15,4-3_4-7_1-1
1000,4,2_4_7_8,2_4_7_8,1,2013-02-20 11:15:49.550823,KK.,15,1-5_3-4_3-5_1-4
1000,5,1_3_7_9_6,1_3_6_7_9,1,2013-02-20 11:15:57.199214,KK.,15,2-7_4-0_0-0_0-4_0-3
1000,9,1_9_7_3_4_5_2_8_6,1_2_3_4_5_6_7_8_9,1,2013-02-20 11:16:05.209077,KK.,15,3-2_4-4_2-3_2-1_2-0_1-3_4-7_0-0_2-5
1000,4,1_3_2_8,1_2_3_8,1,2013-02-20 11:16:12.078037,KK.,15,0-6_0-0_2-0_3-7
1000,4,1_4_6_8,1_4_6_8,1,2013-02-20 11:16:19.041817,KK.,15,1-7_0-7_0-4_0-6
800,4,2_9_6_7,2_6_7_9,1,2013-02-20 11:16:24.027055,KK.,15,2-7_3-4_1-5_3-3
800,4,1_3_5_6,1_3_5_6,1,2013-02-20 11:16:28.402411,KK.,15,0-4_1-4_2-5_2-6
600,4,2_5_3_9,2_3_5_9,1,2013-02-20 11:16:33.525882,KK.,15,0-7_2-4_0-3_1-1
1000,3,1_2_6,1_2_6,1,2013-02-20 11:26:11.521974,GGG,55,2-2_1-0_0-4
1000,4,2_7_9_4,2_4_7_9,1,2013-02-20 11:26:16.782431,GGG,55,1-5_0-2_2-0_3-2
1000,5,4_6_9_1_7,1_4_6_7_9,1,2013-02-20 11:27:05.356217,GGG,55,2-0_3-4_2-1_1-7_1-1
1000,9,1_2_6_4_3_9_7_8_5,1_2_3_4_5_6_7_8_9,1,2013-02-20 11:27:12.782550,GGG,55,3-1_3-3_4-5_4-4_0-3_4-1_1-6_2-7_3-5
1000,4,3_4_7_9,3_4_7_9,1,2013-02-20 11:27:18.847675,GGG,55,0-5_3-1_2-5_1-5
800,4,1_4_7_8,1_4_7_8,1,2013-02-20 11:27:25.438452,GGG,55,3-1_0-4_0-5_2-5
600,4,1_5_8_9,1_5_8_9,1,2013-02-20 11:27:30.984430,GGG,55,2-1_0-3_2-0_1-5
400,4,4_6_8_9,4_6_8_9,1,2013-02-20 11:27:36.634051,GGG,55,4-3_3-1_2-2_1-4
300,4,3_6_7_5,3_5_6_7,1,2013-02-20 11:27:43.927981,GGG,55,4-1_1-6_2-0_0-6
300,4,1_5_9_7,1_5_7_9,1,2013-02-20 11:27:50.117474,GGG,55,1-0_1-4_4-7_4-5
300,4,4_5_9_8,4_5_8_9,1,2013-02-20 11:27:57.728006,GGG,55,1-0_0-4_3-1_3-0
1000,3,1_4_8,1_4_8,1,2013-02-20 11:38:13.374058,HJI,15,2-1_0-3_3-3
1000,4,2_6_8_7,2_6_7_8,1,2013-02-20 11:38:18.238332,HJI,15,0-2_2-1_0-7_2-4
1000,5,2_9_6_7_8,2_6_7_8_9,1,2013-02-20 11:38:24.469830,HJI,15,4-5_3-4_2-0_3-1_1-1
1000,9,3_1_9_7_4_2_6_5_8,1_2_3_4_5_6_7_8_9,1,2013-02-20 11:38:31.722136,HJI,15,1-6_3-2_2-7_2-6_0-2_0-0_4-6_4-0_3-6
1000,4,4_3_5_7,3_4_5_7,1,2013-02-20 11:39:25.146133,HJI,15,3-2_1-7_4-0_4-2
1000,4,3_5_9_8,3_5_8_9,1,2013-02-20 11:39:30.410921,HJI,15,0-4_3-4_2-2_1-4
1000,4,1_2_5_9,1_2_5_9,1,2013-02-20 11:39:36.031890,HJI,15,2-2_2-4_4-3_4-6
800,4,5_6_7_9,5_6_7_9,1,2013-02-20 11:39:41.434021,HJI,15,2-3_4-3_2-7_3-7
600,4,6_3_5_7,3_5_6_7,1,2013-02-20 11:39:46.518529,HJI,15,3-2_3-3_4-0_4-4
1000,3,1_5_6,1_5_6,1,2013-02-20 11:40:02.809134,NNN,11,2-5_0-6_3-1
1000,4,1_4_5_9,1_4_5_9,1,2013-02-20 11:40:46.708222,NNN,11,3-1_1-5_2-6_0-0
1000,5,2_3_1_9_5,1_2_3_5_9,1,2013-02-20 11:40:55.635097,NNN,11,0-7_1-5_3-1_3-6_1-2
1000,3,3_5_8,3_5_8,1,2013-02-20 11:44:54.009319,ALT,05,1-7_3-3_2-5
1000,4,3_1_2_5,1_2_3_5,1,2013-02-20 11:45:03.671180,ALT,05,2-5_0-7_1-5_4-5
1000,5,4_6_9_3_8,3_4_6_8_9,1,2013-02-20 11:45:09.992627,ALT,05,3-1_4-4_0-6_0-0_3-2
1000,9,1_2_3_4_9_6_7_5_8,1_2_3_4_5_6_7_8_9,1,2013-02-20 11:45:18.502776,ALT,05,2-7_4-3_4-2_1-4_1-1_2-0_4-5_3-0_3-1
1000,4,1_3_5_6,1_3_5_6,1,2013-02-20 11:45:25.166151,ALT,05,1-7_0-6_4-2_4-6
800,4,5_6_7_8,5_6_7_8,1,2013-02-20 11:45:32.215416,ALT,05,3-5_0-1_2-6_1-7
600,4,2_9_4_3,2_3_4_9,1,2013-02-20 11:45:36.841823,ALT,05,1-4_0-0_0-3_3-4
600,4,1_5_8_9,1_5_8_9,1,2013-02-20 11:45:41.174599,ALT,05,1-5_4-5_1-6_0-6
400,4,7_4_1_9,1_4_7_9,1,2013-02-20 11:45:48.841762,ALT,05,4-4_3-3_2-3_4-1
400,4,2_1_8_4,1_2_4_8,1,2013-02-20 11:45:56.765645,ALT,05,4-3_1-6_2-0_3-5
1000,3,2_3_9,2_3_9,1,2013-02-20 11:52:26.558581,FIN,5,1-6_4-1_0-4
1000,4,1_5_9_7,1_5_7_9,1,2013-02-20 11:52:36.030037,FIN,5,2-6_2-0_1-5_3-7
1000,5,3_5_7_9_6,3_5_6_7_9,1,2013-02-20 11:52:52.888452,FIN,5,0-6_0-7_2-0_2-3_1-2
1000,9,5_8_7_6_4_2_9_3_1,1_2_3_4_5_6_7_8_9,1,2013-02-20 11:53:06.372273,FIN,5,2-6_0-4_4-4_0-2_4-1_1-2_1-1_2-1_2-3
1000,4,2_8_4_6,2_4_6_8,1,2013-02-20 11:53:14.522881,FIN,5,4-4_2-0_0-1_3-5
1000,4,7_6_8_1,1_6_7_8,1,2013-02-20 11:53:21.765554,FIN,5,0-7_2-2_3-2_1-6
1000,3,3_2_5,2_3_5,1,2013-02-20 12:02:00.655352,MON,5,0-2_2-4_0-6
1000,4,4_7_2_8,2_4_7_8,1,2013-02-20 12:02:10.434435,MON,5,2-1_2-4_3-5_1-7
1000,5,1_2_7_8_6,1_2_6_7_8,1,2013-02-20 12:02:20.805826,MON,5,2-7_4-0_2-5_0-5_4-2
1000,9,1_3_7_2_9_4_6_5_8,1_2_3_4_5_6_7_8_9,1,2013-02-20 12:02:37.346789,MON,5,3-4_1-3_2-1_1-0_2-7_0-4_2-4_1-6_4-3
1000,4,4_1_8_5,1_4_5_8,1,2013-02-20 12:02:52.693414,MON,5,1-6_1-2_3-1_3-4
1000,4,1_4_5_7,1_4_5_7,1,2013-02-20 12:03:03.595972,MON,5,4-2_0-3_4-0_4-7
800,4,2_7_9_4,2_4_7_9,1,2013-02-20 12:03:13.143634,MON,5,1-0_2-7_1-6_1-5
800,4,7_1_5_3,1_3_5_7,1,2013-02-20 12:03:23.037774,MON,5,3-4_1-0_3-0_2-5
1000,3,3_5_8,3_5_8,1,2013-02-20 12:03:54.722658,ALT,05,3-7_0-4_4-4
1000,4,2_5_7_3,2_3_5_7,1,2013-02-20 12:04:01.411688,ALT,05,1-3_4-2_4-6_3-2
1000,5,4_5_9_7_8,4_5_7_8_9,1,2013-02-20 12:04:07.604438,ALT,05,3-5_0-5_2-7_3-0_1-4
1000,9,1_2_5_9_8_6_4_3_7,1_2_3_4_5_6_7_8_9,1,2013-02-20 12:04:14.940172,ALT,05,2-3_2-5_0-7_0-6_4-7_1-3_3-5_2-1_3-4
1000,4,5_4_6_9,4_5_6_9,1,2013-02-20 12:04:21.562786,ALT,05,1-3_1-4_2-3_0-2
1000,4,3_6_5_8,3_5_6_8,1,2013-02-20 12:04:28.609586,ALT,05,2-1_1-5_4-1_0-6
1000,4,3_4_5_7,3_4_5_7,1,2013-02-20 12:04:35.109679,ALT,05,1-7_4-6_4-5_2-1
800,4,9_7_8_6,6_7_8_9,1,2013-02-20 12:04:41.455430,ALT,05,2-0_3-2_2-1_4-4
1000,3,6_3_8,3_6_8,1,2013-02-20 12:05:33.810457,HVG,5,1-4_3-0_1-6
1000,4,1_6_3_4,1_3_4_6,1,2013-02-20 12:05:41.122287,HVG,5,0-0_3-0_4-0_3-1
1000,5,9_1_7_8_6,1_6_7_8_9,1,2013-02-20 12:05:49.850776,HVG,5,0-4_3-7_2-5_1-6_0-0
1000,9,9_2_7_6_5_3_8_4_1,1_2_3_4_5_6_7_8_9,1,2013-02-20 12:05:59.926531,HVG,5,0-3_4-7_2-0_0-0_2-2_1-6_2-5_1-1_4-4
1000,4,7_6_9_8,6_7_8_9,1,2013-02-20 12:06:10.383620,HVG,5,0-7_2-2_0-1_1-7
1000,4,5_2_1_9,1_2_5_9,1,2013-02-20 12:06:17.312427,HVG,5,0-4_2-2_4-2_4-7
1000,4,5_3_6_2,2_3_5_6,1,2013-02-20 12:06:22.932178,HVG,5,2-6_4-1_1-2_2-5
1000,3,4_7_8,4_7_8,1,2013-02-20 12:07:12.381552,ISS,8,2-0_2-6_0-7
1000,4,3_5_4_1,1_3_4_5,1,2013-02-20 12:07:17.824748,ISS,8,0-6_3-0_1-1_2-0
1000,5,2_3_5_6_9,2_3_5_6_9,1,2013-02-20 12:07:26.634044,ISS,8,0-0_2-7_4-1_0-3_2-5
1000,9,1_2_3_4_7_6_5_8_9,1_2_3_4_5_6_7_8_9,1,2013-02-20 12:07:34.319887,ISS,8,2-0_3-2_4-2_4-3_2-3_0-2_2-5_2-2_2-1
1000,4,1_7_2_8,1_2_7_8,1,2013-02-20 12:07:40.745508,ISS,8,4-1_4-7_4-3_3-4
1000,4,1_2_5_6,1_2_5_6,1,2013-02-20 12:07:47.850350,ISS,8,4-4_2-5_4-6_3-1
800,4,7_1_3_5,1_3_5_7,1,2013-02-20 12:07:53.466519,ISS,8,1-6_3-3_1-3_0-4
800,4,1_6_3_9,1_3_6_9,1,2013-02-20 12:07:59.146049,ISS,8,3-1_2-3_0-4_4-1
1000,3,4_7_9,4_7_9,1,2013-02-20 12:08:19.655603,DAD,43,0-6_4-2_2-0
1000,4,1_2_8_9,1_2_8_9,1,2013-02-20 12:08:29.085370,DAD,43,0-2_4-0_0-7_3-4
1000,5,1_2_5_7_8,1_2_5_7_8,1,2013-02-20 12:08:38.551051,DAD,43,0-4_3-5_4-4_1-6_1-4
1000,9,1_3_4_2_7_9_6_8_5,1_2_3_4_5_6_7_8_9,1,2013-02-20 12:08:48.189133,DAD,43,3-5_0-4_1-6_1-4_4-4_2-4_0-1_4-6_1-1
1000,4,2_4_6_9,2_4_6_9,1,2013-02-20 12:08:54.150854,DAD,43,1-5_3-6_2-2_3-0
800,4,3_4_7_9,3_4_7_9,1,2013-02-20 12:08:59.473373,DAD,43,3-5_2-1_2-4_0-6
600,4,1_4_5_6,1_4_5_6,1,2013-02-20 12:09:08.365539,DAD,43,3-4_4-2_4-4_1-5
400,4,1_4_5_6,1_4_5_6,1,2013-02-20 12:09:12.585681,DAD,43,1-3_4-0_1-0_1-6
300,4,5_6_7_8,5_6_7_8,1,2013-02-20 12:09:16.789997,DAD,43,1-4_2-7_1-1_2-5
210,4,3_4_6_9,3_4_6_9,1,2013-02-20 12:09:20.437116,DAD,43,3-5_2-7_0-1_2-4
1000,5,1_5_6_7_8,1_5_6_7_8,1,2013-02-20 12:09:25.880126,DAD,43,4-5_0-3_1-3_0-1_4-1
800,5,1_3_4_7_5,1_3_4_5_7,1,2013-02-20 12:09:30.839978,DAD,43,2-3_2-7_4-4_3-0_0-6
800,5,3_5_6_7_8,3_5_6_7_8,1,2013-02-20 12:09:37.985635,DAD,43,4-2_0-5_4-0_1-6_3-1
600,5,1_2_3_5_9,1_2_3_5_9,1,2013-02-20 12:09:42.681479,DAD,43,0-5_1-1_1-0_2-6_0-0
400,5,1_3_9_8_4,1_3_4_8_9,1,2013-02-20 12:09:47.742033,DAD,43,0-4_4-0_4-7_0-5_2-3
400,5,7_3_8_6_5,3_5_6_7_8,1,2013-02-20 12:09:52.883705,DAD,43,3-4_0-5_2-5_0-2_1-1
1000,3,8_2_6,2_6_8,1,2013-02-20 12:10:14.839506,ISS,7,2-7_2-1_1-3
1000,4,4_3_7_8,3_4_7_8,1,2013-02-20 12:10:21.361527,ISS,7,0-3_2-0_4-0_3-2
1000,5,3_5_6_8_9,3_5_6_8_9,1,2013-02-20 12:10:32.434849,ISS,7,2-1_2-7_3-6_2-4_1-7
1000,9,1_5_8_3_9_7_6_4_2,1_2_3_4_5_6_7_8_9,1,2013-02-20 12:10:46.203334,ISS,7,2-7_3-1_4-4_0-2_3-6_0-5_0-6_3-4_3-3
1000,4,3_4_9_5,3_4_5_9,1,2013-02-20 12:10:57.480754,ISS,7,1-7_0-7_4-3_2-1
1000,4,5_3_9_6,3_5_6_9,1,2013-02-20 12:11:02.499782,ISS,7,2-5_1-4_2-4_3-2
1000,4,3_5_9_8,3_5_8_9,1,2013-02-20 12:11:08.022499,ISS,7,0-6_4-3_4-4_2-5
1000,3,2_6_9,2_6_9,1,2013-02-20 12:13:38.873786,ANP,22,0-4_1-0_2-6
1000,4,6_8_9_1,1_6_8_9,1,2013-02-20 12:13:46.654608,ANP,22,4-4_3-6_0-6_4-2
1000,5,4_2_3_7_8,2_3_4_7_8,1,2013-02-20 12:13:53.013020,ANP,22,2-4_1-4_0-4_2-3_1-3
1000,9,1_2_4_3_7_5_6_9_8,1_2_3_4_5_6_7_8_9,1,2013-02-20 12:14:02.309308,ANP,22,4-2_0-6_1-7_2-7_0-1_3-5_2-4_1-3_4-0
1000,4,2_3_5_8,2_3_5_8,1,2013-02-20 12:14:10.321437,ANP,22,0-0_1-2_2-3_1-7
800,4,2_3_5_9,2_3_5_9,1,2013-02-20 12:14:16.825279,ANP,22,3-0_4-3_3-1_2-2
600,4,1_3_6_7,1_3_6_7,1,2013-02-20 12:14:23.205504,ANP,22,3-1_2-1_2-4_3-3
400,4,2_3_6_9,2_3_6_9,1,2013-02-20 12:14:29.171289,ANP,22,3-4_1-6_4-2_3-3
300,4,4_5_8_7,4_5_7_8,1,2013-02-20 12:14:35.297245,ANP,22,4-4_2-0_2-3_3-0
300,4,1_5_7_6,1_5_6_7,1,2013-02-20 12:14:50.334458,ANP,22,2-0_3-6_0-5_4-4
300,4,6_1_2_8,1_2_6_8,1,2013-02-20 12:15:01.031764,ANP,22,4-2_4-1_4-6_0-6
1000,3,5_7_9,5_7_9,1,2013-02-20 12:15:22.469196,HGH,24,4-3_3-6_0-5
1000,4,1_4_5_6,1_4_5_6,1,2013-02-20 12:15:30.445469,HGH,24,3-1_0-2_3-0_2-6
1000,5,2_5_4_6_8,2_4_5_6_8,1,2013-02-20 12:15:39.367407,HGH,24,4-1_1-4_1-3_0-5_4-3
1000,9,1_3_6_5_7_9_4_2_8,1_2_3_4_5_6_7_8_9,1,2013-02-20 12:15:48.721370,HGH,24,2-3_1-6_2-4_3-7_3-3_4-4_2-2_0-6_2-5
1000,4,2_4_7_9,2_4_7_9,1,2013-02-20 12:15:55.992888,HGH,24,0-5_2-2_1-4_3-1
800,4,1_2_5_8,1_2_5_8,1,2013-02-20 12:16:05.326302,HGH,24,2-4_0-6_2-7_0-7
600,4,4_5_8_9,4_5_8_9,1,2013-02-20 12:16:13.146013,HGH,24,2-3_3-7_1-1_2-5
400,4,2_5_8_9,2_5_8_9,1,2013-02-20 12:16:19.252402,HGH,24,0-7_2-0_0-0_1-7
300,4,4_8_7_9,4_7_8_9,1,2013-02-20 12:16:25.182951,HGH,24,2-5_1-6_3-0_3-2
300,4,1_5_7_9,1_5_7_9,1,2013-02-20 12:16:31.626660,HGH,24,4-3_3-3_4-4_3-5
210,4,1_4_6_7,1_4_6_7,1,2013-02-20 12:16:40.109385,HGH,24,3-7_4-4_0-3_1-1
1000,5,1_2_5_8_6,1_2_5_6_8,1,2013-02-20 12:16:51.425341,HGH,24,4-4_0-2_0-4_3-5_0-5
1000,5,2_4_7_8_9,2_4_7_8_9,1,2013-02-20 12:16:58.892213,HGH,24,4-6_4-3_0-5_3-6_4-5
800,5,1_3_6_7_8,1_3_6_7_8,1,2013-02-20 12:17:05.520405,HGH,24,4-3_2-4_4-1_0-6_2-1
600,5,1_4_5_7_8,1_4_5_7_8,1,2013-02-20 12:17:15.080760,HGH,24,4-4_2-3_1-0_4-1_2-7
400,5,1_2_4_6_9,1_2_4_6_9,1,2013-02-20 12:17:22.190520,HGH,24,4-2_3-6_3-5_0-1_1-2
300,5,1_3_2_4_8,1_2_3_4_8,1,2013-02-20 12:17:28.277828,HGH,24,2-5_4-4_0-4_4-7_1-3
1000,3,4_5_9,4_5_9,1,2013-02-20 12:18:10.792764,KKK,20,4-7_0-5_4-0
1000,4,2_4_7_8,2_4_7_8,1,2013-02-20 12:18:16.805441,KKK,20,3-1_2-3_4-4_2-1
1000,5,2_3_4_7_8,2_3_4_7_8,1,2013-02-20 12:18:23.708465,KKK,20,3-2_3-5_4-5_2-3_0-2
1000,9,1_2_9_4_8_7_3_6_5,1_2_3_4_5_6_7_8_9,1,2013-02-20 12:18:31.635646,KKK,20,4-2_1-3_0-6_1-4_1-5_0-1_0-3_3-4_3-7
1000,4,1_2_4_5,1_2_4_5,1,2013-02-20 12:18:37.581817,KKK,20,3-0_0-6_0-3_2-2
800,4,2_6_9_7,2_6_7_9,1,2013-02-20 12:18:42.746706,KKK,20,2-1_0-6_4-5_3-7
800,4,2_4_7_8,2_4_7_8,1,2013-02-20 12:18:47.329373,KKK,20,2-2_0-3_3-5_2-7
600,4,2_3_7_9,2_3_7_9,1,2013-02-20 12:18:52.169294,KKK,20,4-4_2-2_1-6_3-1
400,4,3_4_8_9,3_4_8_9,1,2013-02-20 12:18:56.912900,KKK,20,1-6_1-2_1-1_2-5
300,4,1_2_5_9,1_2_5_9,1,2013-02-20 12:19:00.873957,KKK,20,1-1_1-0_2-5_0-2
210,4,5_3_6_9,3_5_6_9,1,2013-02-20 12:19:05.629230,KKK,20,4-2_0-1_4-7_2-3
210,4,5_7_9_4,4_5_7_9,1,2013-02-20 12:19:11.070067,KKK,20,2-5_3-7_1-5_4-3
1000,3,4_5_9,4_5_9,1,2013-02-20 12:20:20.603789,ODH,18,0-7_3-1_4-0
1000,4,1_3_4_5,1_3_4_5,1,2013-02-20 12:20:26.368917,ODH,18,1-3_1-7_4-0_3-1
1000,5,1_2_4_7_9,1_2_4_7_9,1,2013-02-20 12:20:32.529536,ODH,18,3-5_2-6_1-0_0-2_2-4
1000,9,1_2_3_5_9_6_7_4_8,1_2_3_4_5_6_7_8_9,1,2013-02-20 12:20:41.468859,ODH,18,2-4_3-7_2-0_3-2_0-0_4-0_3-3_3-6_1-1
1000,4,1_2_3_9,1_2_3_9,1,2013-02-20 12:20:46.769871,ODH,18,0-1_0-3_2-5_3-4
800,4,4_6_8_9,4_6_8_9,1,2013-02-20 12:20:53.237622,ODH,18,0-1_0-0_2-5_3-1
600,4,3_6_7_8,3_6_7_8,1,2013-02-20 12:20:58.340995,ODH,18,4-2_2-1_2-4_4-7
400,4,3_4_5_6,3_4_5_6,1,2013-02-20 12:21:03.185440,ODH,18,0-2_4-3_0-0_2-1
300,4,2_4_3_7,2_3_4_7,1,2013-02-20 12:21:10.199122,ODH,18,2-3_4-7_1-5_1-7
300,4,3_4_5_7,3_4_5_7,1,2013-02-20 12:21:16.605110,ODH,18,0-3_1-6_3-0_1-3
210,4,9_2_6_7,2_6_7_9,1,2013-02-20 12:21:24.587984,ODH,18,4-3_0-0_3-3_4-2
210,4,4_6_7_8,4_6_7_8,1,2013-02-20 12:21:29.259131,ODH,18,0-2_2-1_3-6_3-2
1000,5,2_3_4_5_8,2_3_4_5_8,1,2013-02-20 12:21:37.352295,ODH,18,3-7_1-4_0-6_3-5_4-4
800,5,2_4_5_7_8,2_4_5_7_8,1,2013-02-20 12:21:46.269933,ODH,18,2-5_4-4_4-7_3-2_1-7
600,5,1_4_5_6_7,1_4_5_6_7,1,2013-02-20 12:21:51.755776,ODH,18,0-4_0-1_1-1_2-3_2-7
400,5,3_4_5_6_7,3_4_5_6_7,1,2013-02-20 12:21:58.005281,ODH,18,2-2_4-3_3-7_0-6_1-3
300,5,6_7_8_9_3,3_6_7_8_9,1,2013-02-20 12:22:03.536855,ODH,18,3-4_2-3_1-6_3-6_1-4
1000,3,2_6_8,2_6_8,1,2013-02-20 12:23:23.845198,AGW,11,2-7_4-0_1-4
1000,4,3_7_8_9,3_7_8_9,1,2013-02-20 12:23:31.259310,AGW,11,2-5_0-0_3-1_1-3
1000,5,2_5_7_8_9,2_5_7_8_9,1,2013-02-20 12:23:37.643741,AGW,11,0-6_4-6_3-0_4-1_3-3
1000,9,1_7_4_5_9_6_8_2_3,1_2_3_4_5_6_7_8_9,1,2013-02-20 12:23:45.498472,AGW,11,4-5_2-5_1-5_1-4_3-0_3-3_0-1_3-5_2-3
1000,4,2_7_4_8,2_4_7_8,1,2013-02-20 12:23:53.133187,AGW,11,2-1_1-7_0-5_4-5
1000,4,2_4_7_9,2_4_7_9,1,2013-02-20 12:23:59.818022,AGW,11,2-2_4-4_0-1_1-6
800,4,2_4_3_6,2_3_4_6,1,2013-02-20 12:24:08.589748,AGW,11,3-3_4-7_1-3_4-4
800,4,1_5_2_6,1_2_5_6,1,2013-02-20 12:24:14.033397,AGW,11,2-3_0-6_1-5_0-7
1000,3,4_7_5,4_5_7,1,2013-02-20 12:25:06.985259,ZOE,7,4-2_0-0_4-4
1000,4,1_2_4_6,1_2_4_6,1,2013-02-20 12:25:24.021929,ZOE,7,0-0_3-2_3-6_4-7
1000,5,3_2_7_9_8,2_3_7_8_9,1,2013-02-20 12:25:38.645934,ZOE,7,4-7_3-2_4-1_1-5_4-5
